醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
2101180038,臺北市立聯合醫院附設中正門診部,一般診所（醫務室）,(02)23210168,臺北市中正區牯嶺街２４號１樓,臺北業務組,4,門診診療,兒科,20251031,星期一上午休診、星期二上午看診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19971101
2101191068,臺北市立聯合醫院附設萬華門診部,一般診所（醫務室）,(02)23395384,臺北市萬華區東園街１５２號,臺北業務組,4,門診診療,家醫科,20260131,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20050201
2101200017,臺北市立聯合醫院附設政大門診部,一般診所（醫務室）,(02)82377441,臺北市文山區指南路２段１１７號,臺北業務組,4,門診診療,不分科,20251031,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19971101
2401020024,國立台灣大學保健中心,專科診所,(02)33662155,臺北市大安區羅斯福路４段１號,臺北業務組,4,"門診診療,婦女人類乳突病毒檢測服務","不分科,家醫科,牙科",20250723,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19950724
2501100010,國防部醫務組診所,一般診所（醫務室）,(02)85099756,臺北市中山區北安路４０９號,臺北業務組,4,門診診療,"內科,外科",20270715,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20150716
2501100029,國防部醫務組牙醫診所,牙醫診所,(02)85099756,臺北市中山區北安路４０９號,臺北業務組,4,門診診療,牙科,20270211,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20180212
2501180018,國軍台北門診中心附設民眾診療服務處,一般診所（醫務室）,(02)23918235,臺北市中正區紹興南街７號,臺北業務組,4,"復健－物理治療業務,門診診療","家醫科,內科,外科,復健科,牙科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,聯合門診服務，無急診。,63000,19950901
2701010024,交通部民用航空局航空醫務中心,一般診所（醫務室）,(02)25456700,臺北市松山區敦化北路４０５巷１２３弄１０號,臺北業務組,4,門診診療,不分科,20250729,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19980430
2701170052,臺北市政府醫務室,一般診所（醫務室）,(02)27205389,臺北市信義區市府路１號（１樓東區）,臺北業務組,4,門診診療,"內科,耳鼻喉科",20250718,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19990719
2701171068,臺北市議會醫務室,一般診所（醫務室）,(02)27093600,臺北市信義區仁愛路４段５０７號,臺北業務組,4,門診診療,內科,20280321,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20010322
3401160014,和碩聯合科技股份有限公司附設醫務室,一般診所（醫務室）,(02)81439001,臺北市北投區立功街７６號５樓,臺北業務組,4,門診診療,家醫科,20251203,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,國定假日休診,63000,20081204
3401171107,聯合報系員工診療所,一般診所（醫務室）,(02)27601618,臺北市信義區忠孝東路４段５５９巷１號６樓,臺北業務組,4,"門診診療,婦女人類乳突病毒檢測服務",不分科,20250703,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20000704
3401171170,台灣中油股份有限公司員工診所,一般診所（醫務室）,(02)87899501,臺北市信義區松仁路３號（實際營業地址：３樓）,臺北業務組,4,門診診療,不分科,20261224,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20201225
3401171189,財團法人生命連線基金會附設醫務室,一般診所（醫務室）,(02)87585889,臺北市信義區忠孝東路５段５５２號１５樓,臺北業務組,4,門診診療,不分科,20270329,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午休診、星期日上午看診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午看診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上看診,-,63000,20210330
3501010012,榮恩耳鼻喉科小兒科聯合診所,專科診所,(02)27688749,臺北市松山區南京東路５段２５８號,臺北業務組,4,門診診療,"兒科,耳鼻喉科",20271229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,63000,19991230
3501010049,蔡恭禮內兒科診所,專科診所,(02)27600208,臺北市松山區新東街２８號之２,臺北業務組,4,,,20250430,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501010058,林聰賢婦產科診所,專科診所,(02)27625290,臺北市松山區八德路４段３４５號２樓,臺北業務組,4,門診診療,婦產科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19950301
3501010094,劉內兒科診所,專科診所,(02)27603922,臺北市松山區民生東路５段１４８號,臺北業務組,4,門診診療,家醫科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,112／01／02上午看診,63000,19950301
3501010209,趙耳鼻喉科診所,專科診所,(02)27568572,臺北市松山區八德路４段６４９號１樓,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19950301
3501010227,謝耳鼻喉科診所,專科診所,(02)27697891,臺北市松山區民生東路５段１４８號２樓,臺北業務組,4,,,20240304,,,63000,19950301
3501010263,康明哲小兒科內科診所,專科診所,(02)27675941,臺北市松山區三民路１３６巷１５號,臺北業務組,4,門診診療,"家醫科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501010307,佳祐內兒科診所,專科診所,(02)27687617,臺北市松山區八德路４段９１巷１號,臺北業務組,4,,,20220425,,,63000,19950301
3501010414,松山內兒科診所,專科診所,(02)27658676,臺北市松山區八德路４段２５５號,臺北業務組,4,門診診療,"內科,兒科",20280607,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,2／8上午開診2／8下午休診2／8晚上休診,63000,19950301
3501010478,王俊彰耳鼻喉科診所,專科診所,(02)27665698,臺北市松山區民生東路５段１７號,臺北業務組,4,門診診療,耳鼻喉科,20250714,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19960715
3501010530,林志聖眼科診所,專科診所,(02)27692376,臺北市松山區三民路１４０號,臺北業務組,4,門診診療,眼科,20260105,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,上午時段: 9:00~11:30  週五下午2:00~4:30，  晚上時段  6:00~8:30,63000,19960106
3501010683,高國隆婦產科診所,專科診所,(02)27630047,臺北市松山區八德路４段２５７號２樓,臺北業務組,4,門診診療,婦產科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,門診時間：10:00~12:00  18:00~20:00,63000,19950301
3501010692,陳大昕耳鼻喉科診所,專科診所,(02)27676349,臺北市松山區八德路４段１００號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501010736,林忠志診所,專科診所,(02)27689577,臺北市松山區南京東路５段２９１巷２０弄３－３號,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,W1-W5 AM 8-12，PM=6-9， W6，國定假日 AM 9=12， W7休息,63000,19980301
3501010754,吳耳鼻喉科診所,專科診所,(02)27679897,臺北市松山區三民路１１３巷１－１號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19950301
3501010763,陳炳堅內科診所,專科診所,(02)27637199,臺北市松山區延壽街３２７號,臺北業務組,4,門診診療,內科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,6／21-6／25休診,63000,19950301
3501010790,王世興醫師診所,一般診所（醫務室）,(02)27476525,臺北市松山區八德路４段１０號,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501010816,詹前俊小兒科診所,一般診所（醫務室）,(02)27653039,臺北市松山區民生東路５段１０５號,臺北業務組,4,,,20240804,,,63000,19960301
3501010834,康瑞耳鼻喉科診所,專科診所,(02)25790045,臺北市松山區八德路３段１５４號１樓,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,114／1／1（三）元旦 上午門診正常，下午晚間休診。,63000,19950301
3501010852,周玄文診所,一般診所（醫務室）,(02)27130296,臺北市松山區民權東路３段１６０巷１９弄６號,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19950301
3501010870,余內科診所,專科診所,(02)27675640,臺北市松山區八德路４段６４６號,臺北業務組,4,,,20220815,,,63000,19950301
3501010932,吳慶南內科診所,專科診所,(02)27659566,臺北市松山區民生東路５段１３８巷１號,臺北業務組,4,門診診療,內科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501010987,華南小兒科診所,專科診所,(02)25786018,臺北市松山區延吉街３０巷１５號,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501011037,江建中診所,專科診所,(02)27647883,臺北市松山區八德路４段２８５號１樓,臺北業務組,4,門診診療,家醫科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501011144,尚群眼科診所,專科診所,(02)27493176,臺北市松山區南京東路５段４３號１樓,臺北業務組,4,門診診療,眼科,20271215,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19951216
3501011199,民生翁耳鼻喉科診所,專科診所,(02)27625922,臺北市松山區民生東路５段７８號１樓,臺北業務組,4,門診診療,耳鼻喉科,20280305,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960306
3501011260,江崇萍小兒科診所,專科診所,(02)27632260,臺北市松山區南京東路５段２５１巷２４弄２７號,臺北業務組,4,門診診療,兒科,20250707,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960708
3501011313,安德聯合診所,一般診所（醫務室）,(02)25705886,臺北市松山區八德路３段３４號４樓、１２樓,臺北業務組,4,"門診診療,血液透析,腹膜透析業務",內科,20271211,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19961212
3501011322,安成診所,一般診所（醫務室）,(02)27624618,臺北市松山區富錦街４９７號,臺北業務組,4,"復健－物理治療業務,門診診療","外科,骨科",20271216,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19961217
3501011331,美佳皮膚科診所,一般診所（醫務室）,(02)25795774,臺北市松山區八德路３段１６４號２樓,臺北業務組,4,門診診療,皮膚科,20271226,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19961227
3501011340,傅眼科診所,專科診所,(02)25772112,臺北市松山區八德路３段１５６號３樓,臺北業務組,4,門診診療,眼科,20260130,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,8／29晚診8／31午診9／3晚診9／5晚診9／7午診 （休診）,63000,19970131
